text.started,text_2.started,Upper_button.started,Lower_button.started,Upper_button.numClicks,Upper_button.timesOn,Upper_button.timesOff,Lower_button.numClicks,Lower_button.timesOn,Lower_button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
26.517184824013384,29.55522599001415,29.55522599001415,29.55522599001415,1,[2.9181520720012486],[2.918164873990463],0,,,,,,,,,
