LandTrav_trials.thisRepN,LandTrav_trials.thisTrialN,LandTrav_trials.thisN,LandTrav_trials.thisIndex,text.started,text_2.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,Landmark.started,text_4.started,button.started,button_2.started,button.numClicks,button.timesOn,button.timesOff,button_2.numClicks,button_2.timesOn,button_2.timesOff,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,11.250841799992486,14.25594469999487,14.25594469999487,space,2.3457227000035346,,,,,,,,,,,,544048,001,2023-02-21_10h49.42.958,SEAL_LandTrav,2022.2.5,59.999808000898646,
,,,,,,,,,49.86394520000613,49.86394520000613,49.86394520000613,49.86394520000613,3,"[1.2858968000073219, 2.942840800009435, 1.1737399999983609]","[1.2859045000077458, 2.942849200000637, 1.1737467000057222]",9,"[6.449189799997839, 0.254170799991698, 2.2430518999899505, 3.721750400000019, 0.8531160999991698, 1.1745190000074217, 4.035270199994557, 0.8986021000018809, 3.73870140001236]","[6.449195299996063, 0.25418139999965206, 2.2430597999918973, 3.72176010000112, 0.8531223000027239, 1.174527200011653, 4.035279999996419, 0.8986097999877529, 3.738710900011938]",50.9271449999942,,,,,,,
