text.started,text_2.started,Upper_button.started,Lower_button.started,Upper_button.numClicks,Upper_button.timesOn,Upper_button.timesOff,Lower_button.numClicks,Lower_button.timesOn,Lower_button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
21.243136037985096,24.271694494993426,24.271694494993426,24.271694494993426,1,[1.151954207016388],[1.1519629250105936],0,,,,,,,,,
