LandTrav_trials.thisRepN,LandTrav_trials.thisTrialN,LandTrav_trials.thisN,LandTrav_trials.thisIndex,image,text.started,text.stopped,text_2.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,Landmark.started,text_4.started,nobutton.started,yesbutton.started,nobutton.numClicks,nobutton.timesOn,nobutton.timesOff,yesbutton.numClicks,yesbutton.timesOn,yesbutton.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,10.16424040000129,13.168380000002799,13.168380000002799,13.168380000002799,space,1.1494632000103593,,,,,,,,,,,861801,001,2023-02-21_10h52.18.200,SEAL_LandTrav,2022.2.5,59.937197803900325,
,,,,,,,,,,,25.755799799997476,25.755799799997476,25.755799799997476,25.755799799997476,4,"[2.3096770999982255, 1.2635469999950146, 1.2207744999905117, 4.64405319999787]","[2.3096831000002567, 1.263554999997723, 1.2207837000023574, 4.644060999999056]",0,,,,,,,,,
