LandTrav_trials.thisRepN,LandTrav_trials.thisTrialN,LandTrav_trials.thisN,LandTrav_trials.thisIndex,text.started,text_2.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,Landmark.started,text_4.started,key_resp.started,text_5.started,key_resp.keys,key_resp.rt,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.775846600000023,11.790345900000034,11.790345900000034,space,1.6667283000000452,,,,,,,,,833254,001,2023-02-20_12h45.12.280,SEAL_LandTrav,2022.2.5,59.758932466441166,
,,,,,,,,,26.797822500000052,26.797822500000052,26.797822500000052,26.797822500000052,space,0.4468597999998565,27.271376200000077,30.273308200000088,,,,,,,
