image,LandTrav_trials.thisRepN,LandTrav_trials.thisTrialN,LandTrav_trials.thisN,LandTrav_trials.thisIndex,text.started,text_2.started,button.started,button.numClicks,button.timesOn,button.timesOff,Landmark.started,text_4.started,nobutton.started,yesbutton.started,nobutton.numClicks,nobutton.timesOn,nobutton.timesOff,yesbutton.numClicks,yesbutton.timesOn,yesbutton.timesOff,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
TravImages/Landmark1_book.jpeg,0,0,0,0,12.290270800003782,15.323626700090244,15.323626700090244,1,[1.1526454999111593],[1.1526567998807877],17.053807799937204,17.053807799937204,17.053807799937204,17.053807799937204,1,[1.3231343000661582],[1.3231418998911977],0,,,,893368,001,2023-03-09_15h31.10.576,SEAL_LandTrav,2022.2.5,60.087559615042615,
TravImages/Landmark2_painting.jpeg,0,1,1,1,,,,,,,18.9258364001289,18.9258364001289,18.9258364001289,18.9258364001289,2,"[1.3231343000661582, 0.5922122001647949]","[1.3231418998911977, 0.5922169999685138]",0,,,,893368,001,2023-03-09_15h31.10.576,SEAL_LandTrav,2022.2.5,60.087559615042615,
TravImages/Landmark3_waterfountain.jpeg,0,2,2,2,,,,,,,19.81909350003116,19.81909350003116,19.81909350003116,19.81909350003116,2,"[1.3231343000661582, 0.5922122001647949]","[1.3231418998911977, 0.5922169999685138]",1,[0.8991805999539793],[0.8991908999159932],,893368,001,2023-03-09_15h31.10.576,SEAL_LandTrav,2022.2.5,60.087559615042615,
TravImages/Landmark4_vase.jpeg,0,3,3,3,,,,,,,21.047753599938005,21.047753599938005,21.047753599938005,21.047753599938005,2,"[1.3231343000661582, 0.5922122001647949]","[1.3231418998911977, 0.5922169999685138]",2,"[0.8991805999539793, 0.4540903000161052]","[0.8991908999159932, 0.45409599994309247]",,893368,001,2023-03-09_15h31.10.576,SEAL_LandTrav,2022.2.5,60.087559615042615,
TravImages/Landmark5_painting.jpeg,0,4,4,4,,,,,,,21.793690799968317,21.793690799968317,21.793690799968317,21.793690799968317,2,"[1.3231343000661582, 0.5922122001647949]","[1.3231418998911977, 0.5922169999685138]",3,"[0.8991805999539793, 0.4540903000161052, 0.43007709993980825]","[0.8991908999159932, 0.45409599994309247, 0.4300836999900639]",,893368,001,2023-03-09_15h31.10.576,SEAL_LandTrav,2022.2.5,60.087559615042615,
TravImages/Landmark6_map.jpeg,0,5,5,5,,,,,,,22.57661580014974,22.57661580014974,22.57661580014974,22.57661580014974,2,"[1.3231343000661582, 0.5922122001647949]","[1.3231418998911977, 0.5922169999685138]",4,"[0.8991805999539793, 0.4540903000161052, 0.43007709993980825, 0.2929976999294013]","[0.8991908999159932, 0.45409599994309247, 0.4300836999900639, 0.29300509998574853]",,893368,001,2023-03-09_15h31.10.576,SEAL_LandTrav,2022.2.5,60.087559615042615,
TravImages/Landmark7_painting.jpeg,0,6,6,6,,,,,,,23.20149160013534,23.20149160013534,23.20149160013534,23.20149160013534,2,"[1.3231343000661582, 0.5922122001647949]","[1.3231418998911977, 0.5922169999685138]",5,"[0.8991805999539793, 0.4540903000161052, 0.43007709993980825, 0.2929976999294013, 0.5333779000211507]","[0.8991908999159932, 0.45409599994309247, 0.4300836999900639, 0.29300509998574853, 0.5333839999511838]",,893368,001,2023-03-09_15h31.10.576,SEAL_LandTrav,2022.2.5,60.087559615042615,
TravImages/Landmark8_painting.jpeg,0,7,7,7,,,,,,,24.016145500121638,24.016145500121638,24.016145500121638,24.016145500121638,2,"[1.3231343000661582, 0.5922122001647949]","[1.3231418998911977, 0.5922169999685138]",6,"[0.8991805999539793, 0.4540903000161052, 0.43007709993980825, 0.2929976999294013, 0.5333779000211507, 0.39269990008324385]","[0.8991908999159932, 0.45409599994309247, 0.4300836999900639, 0.29300509998574853, 0.5333839999511838, 0.392709800042212]",,893368,001,2023-03-09_15h31.10.576,SEAL_LandTrav,2022.2.5,60.087559615042615,
TravImages/Landmark9_painting.jpeg,0,8,8,8,,,,,,,24.75114000006579,24.75114000006579,24.75114000006579,24.75114000006579,2,"[1.3231343000661582, 0.5922122001647949]","[1.3231418998911977, 0.5922169999685138]",7,"[0.8991805999539793, 0.4540903000161052, 0.43007709993980825, 0.2929976999294013, 0.5333779000211507, 0.39269990008324385, 0.488071900093928]","[0.8991908999159932, 0.45409599994309247, 0.4300836999900639, 0.29300509998574853, 0.5333839999511838, 0.392709800042212, 0.48808000003919005]",,893368,001,2023-03-09_15h31.10.576,SEAL_LandTrav,2022.2.5,60.087559615042615,
TravImages/Landmark10_statue.jpeg,0,9,9,9,,,,,,,25.500555800041184,25.500555800041184,25.500555800041184,25.500555800041184,2,"[1.3231343000661582, 0.5922122001647949]","[1.3231418998911977, 0.5922169999685138]",8,"[0.8991805999539793, 0.4540903000161052, 0.43007709993980825, 0.2929976999294013, 0.5333779000211507, 0.39269990008324385, 0.488071900093928, 0.5218752999790013]","[0.8991908999159932, 0.45409599994309247, 0.4300836999900639, 0.29300509998574853, 0.5333839999511838, 0.392709800042212, 0.48808000003919005, 0.5218815999105573]",,893368,001,2023-03-09_15h31.10.576,SEAL_LandTrav,2022.2.5,60.087559615042615,
